A,C,Y
-0.6623165733392825,-0.5604756465522126,0.8779493798317626
1.0585402193240883,-0.23017748948327998,1.8812152347516422
-0.6793370543396521,1.558708314149124,0.035899780914146584
1.5021711145133811,0.07050839142457599,2.4573429987031803
0.9549775330066855,0.12928773516094624,2.1738314671533563
0.8496505131697326,1.7150649868832812,3.345806427913435
0.7129501902711912,0.4609162059892024,2.944656777712178
-0.17589870849532843,-1.2650612346065337,-0.9641192015981092
-0.6530970475896449,-0.686852851893526,-3.1128932780024785
-0.47722451858540693,-0.4456619700999581,-1.386516805266738
-0.23661125723897114,1.2240817974394618,-0.38162205863842674
1.34661666658943,0.3598138270573638,2.770851908124789
0.7197234884845347,0.4007714505940521,2.649024432834704
-0.07552894281272991,0.11068271594511968,-1.123274831089666
-1.3056093051791136,-0.5558411347540749,-4.41050720586307
0.8559292795992768,1.7869131368030782,3.021474945433857
-0.8571929905604252,0.49785047822923945,-1.5932391603915685
-1.441597189818869,-1.9666171566296382,-3.1169184368343386
2.249192815168492,0.7013559015636854,3.38179928407805
-1.537819645902755,-0.47279140772793404,-3.92201420993789
-1.2033421091985443,-1.0678237059868452,-2.947249856475704
-0.6461986042977158,-0.21797491465829505,0.7354979762123419
-0.9035570212573096,-1.0260044483072397,-0.38444042746008766
-1.3441927507801827,-0.72889122929114,-2.871239321288469
-0.3752372691481287,-0.6250392678492569,0.12694360326654675
-1.5440500363738199,-1.6866933107424134,-4.161889763970254
1.5937966599219944,0.8377870444945247,3.0614881815905433
0.1695248606373469,0.15337311783651522,0.2958673799010539
0.5167067090500497,-1.1381369370119476,-0.7253201951446361
-1.0292834470717465,1.2538149210699268,-1.6897391596968518
0.1134821690422663,0.42646422147681357,0.5877946816158341
0.4570542359674464,-0.2950714829922712,-0.29329324956701996
0.3666497873311748,0.8951256610450224,-0.4683428346519769
0.281036675439141,0.8781334875330422,3.8606980729668967
-0.7878057955785118,0.8215810816374872,-1.8056770994734033
-0.4221250533994738,0.688640254100091,-0.1863450261163192
-0.23872611120851608,0.5539176535375888,-0.8286860549278844
-0.8209447294328149,-0.06191171057672168,-0.11103794948827761
0.6720183570341813,-0.30596266373991676,0.876273948571327
1.6454716355663208,-0.3804710010123826,3.6412204575338465
1.1067679880697914,-0.6947069789205127,2.754402035080547
0.36046504536746476,-0.20791727801959878,0.12195657353009126
-0.4979265957253269,-1.2653963515682645,-2.0093552455395303
1.2266925179096893,2.1689559653385126,4.169469073309612
-0.4262256078991977,1.2079619983049905,0.8326458273509715
-0.07201546246563362,-1.1231085832033496,-0.26266287633910995
0.045600747431373795,-0.402884835299076,-1.2872486791789537
-2.4850198204395206,-0.46665535362321875,-4.28477153282745
2.1306265551077406,0.7799651183363179,3.748062247238799
-1.356572154780187,-0.08336906647182925,-2.9022156650437547
-2.5498820853605433,0.25331851399475486,-3.66040322219731
-0.008906498751762698,-0.02854675534870303,-1.670243125262708
0.09455115750024082,-0.04287045729131607,0.921577121517813
0.40257525397401595,1.3686022840144578,1.5087759570619064
0.07283331815034778,-0.22577098565926762,0.34812382593595737
-0.7299861566524775,1.5164706044295397,-0.7427922292357289
0.12787126288778194,-1.5487528042302212,-0.5112126924584229
1.5560717062338845,0.584613749636069,3.4400067033589816
-0.8015723103972076,0.12385424384461378,-1.9036164964694653
0.3706567069159718,0.21594156874397266,1.054050886159832
-0.15700847281921854,0.3796394827598821,-0.8171869695129415
-0.21148294048366567,-0.5023234531093023,-0.2593261867357878
0.8757462397594326,-0.3332073836694201,3.1258944090730236
-0.027804405491779205,-1.0185753831070885,-1.3042213461485284
1.6103036979377217,-1.0717912264755773,2.424688541224823
-0.2412320140535617,0.303528641404258,-0.9546838137480134
1.6164062267535406,0.4482097786294262,4.536206502533088
-0.43975429610277483,0.05300422673050414,-1.1967516789915833
0.04535783870143373,0.9222674678797376,1.3526928893643442
0.2879077784734538,2.0500846856271444,1.136042629972058
0.14059268016215284,-0.49103116605653524,-0.5082014954830663
-0.22621643588507268,-2.309168875640813,-0.3117931605503358
0.44688264414030643,1.0057385244622568,0.5493797136391405
0.3865651053411784,-0.7092007625823924,0.08351104279653382
-0.9883349273391415,-0.6880086164673579,-2.6572942742906185
0.06879289472169489,1.0255713696966988,1.4012306615566144
0.5667034451276682,-0.2847730070510088,3.16003840370893
0.6718632574418297,-1.2207177122545354,-0.3695656766367652
0.3927321466897741,0.18130347974915023,-0.02307972583940565
0.667722416784109,-0.13889136243904462,0.2570732565106091
0.8417904142345172,0.005764185899886934,0.40711451451905334
0.7248931154065812,0.38528040112633055,1.7486884846675192
-0.33491567701532965,-0.3706600317924094,-0.6330373807796679
0.028969046251055702,0.6443765485188332,-0.12192417980276948
0.5558478638405785,-0.22048656181875062,0.5378499172220125
-0.35584923444583094,0.3317819639156969,0.01760725800701335
0.19706794671716527,1.096839013149348,-1.3175458385741776
0.03874743904592064,0.4351814908338029,1.5159954952611348
-1.6845884824502804,-0.3259315855312268,-3.3581768294337615
0.67883118354226335,1.148807618451094,2.555966834095491
0.8680579993648345,0.9935038559621194,1.953398662506049
0.10341572081428817,0.5483969595080698,0.3980187566308916
1.8656867204778012,0.23873173511144125,3.5165859960076893
-0.36415419198104715,-0.6279060760393714,-1.476861028322332
0.9869949713432882,1.3606524485300073,3.389931597313167
0.35252025209409216,-0.6002595871471267,0.6106326929555475
1.440878955755171,2.1873329930165775,2.3197478950040935
0.8774952746719568,1.5326106261851893,2.627000845735848
-0.2619906881942887,-0.23570035910047693,-1.4895448390615118
0.25542697906846173,-1.0264209003067806,-1.9564315150574467
0.04040037170341357,-0.710406563699301,-0.2520939773485148
0.3205872529149983,0.2568837091565295,0.6186491869379114
0.645582686376407,-0.24669187846237364,1.672574436946728
0.6684702004157932,-0.3475425993977331,2.6026675898636125
-0.29400843445573166,-0.9516185672650157,0.03784545785688509
