margin_victory,high_educ_win,gdp_growth,lagged_gdp_growth
-42.48449597507715,0,1.9367680220717087,6.639009618459539
57.66102708876133,1,8.97836044556361,6.8541073448451035
-18.204615637660027,0,3.2299761327958505,5.248198110299287
76.60348080098629,1,11.556415657897368,8.356242585216654
88.09345685876906,1,15.900944770803019,7.895660665791723
-90.88870012201369,0,0.23415221355210566,0.8875461984877171
5.621097609400749,1,10.48305362084883,7.354362876817815
78.48380887880921,1,13.001075733066877,7.475998617117919
10.287002893164754,1,7.730250405892886,0.5248103785127505
-8.67705293931067,0,0.7338923458079711,4.002372610118969
91.36666906997561,1,10.76554015961748,9.696185155532456
-9.3331687618047,0,3.308665429063579,5.8445213971361225
35.51412709057331,1,9.393592436432483,7.638671063821031
14.526680391281843,1,11.476830713731143,1.4892337176523869
-79.41506346687675,0,6.761944261233897,2.4715041947506764
79.9649940803647,1,15.367202351477658,10.224675946092834
-50.78245312906802,0,2.127999932724238,5.704832842212889
-91.58809329383075,0,-3.970723153585631,0.6190653448453032
-34.41585614345968,0,2.3072575326476574,2.68301280604117
90.90072982944548,1,12.26805454915551,11.85805620649731
77.90786321274936,1,13.507925670806058,4.080080023217539
38.560681231319904,1,11.834353982776673,5.3377183023526085
28.101362753659487,1,10.615841711224135,6.976217292668525
98.85395532473922,1,8.954511891738292,5.0332785526127495
31.141159823164344,1,11.181165605241604,6.688790476519616
41.706093633547425,1,8.468911640609315,10.787330993761941
8.813204942271113,1,8.377666997516695,5.143188694787261
18.828404089435935,1,8.627798147406134,4.912691906161189
-42.16805254109204,0,3.962014285371662,4.205574840634643
-70.57727053761482,0,1.5328239301846087,1.3350431856846015
92.60484650731087,1,7.961554581401386,10.375014720674285
80.45980902388692,1,13.364230363127952,10.098593929189777
38.141055684536695,1,10.372119205101024,6.331833048210746
59.09348353743553,1,9.79054511367622,4.457347378673049
-95.0772630982101,0,0.5414981227061969,-2.034998197084306
-4.440805781632662,0,5.113056324339525,3.2584738277274656
51.691907504573464,1,10.637144046631178,8.70165145144756
-56.71841283328831,0,6.2661947732793,-1.97260841504246
-36.36379847303033,0,2.634184129014794,-0.9930998040060679
-53.67484292946756,0,2.736421313238266,1.1493126858730616
-71.43999552354217,0,4.348959906495624,2.849508329413658
-17.090732837095857,0,6.780915916587505,2.015168775736684
-17.25513474084437,0,7.000401038908675,6.149317395687161
-26.230909815058112,0,2.244784506598202,4.517514538754595
-69.51105045154691,0,6.530654303154728,1.627086859989321
-72.23878731019795,0,1.55481281181556,3.7937532216151753
-53.39318010956049,0,6.997470606289132,3.557512670102126
-6.807509949430823,0,1.2823677874516806,3.502049039434808
-46.80547192692757,0,2.7121853695392155,3.459345472084665
71.56554306857288,1,14.203063580851683,9.151902446091375
-90.83376666530967,0,-1.3297938013224737,1.9861010265703212
-11.559985158964992,0,2.5402783215073956,2.8241771153575996
59.78496912866831,1,8.142901697416182,9.158363836794372
-75.620148004964,0,-1.4122905985950407,4.426947398586256
12.189596751704812,1,7.016581004634244,5.923015350117867
-58.69372207671404,0,2.893261828561753,2.7836918405944684
-74.4936699513346,0,-3.76020974236853,1.6463155161529885
50.66157286055386,1,10.563029726458423,11.797719360918563
79.0090718306601,1,14.542141207574431,8.595888597138728
-25.10744482278824,0,8.838562804461676,3.431625941078599
33.02303892560303,1,12.404091926781618,0.3527106119704362
-81.03186781518161,0,2.8403435187308235,-2.0414227721774894
-23.206072440370917,0,-0.4771296198043711,3.6931087409808643
-45.1232710853219,0,1.2400696757169505,3.469545459726249
62.92800777591765,1,9.76628424733934,7.953926966418419
-10.29673172160983,0,6.243973170811744,6.277596326167428
62.012870609760284,1,10.336465195478578,6.833964282953361
62.477901903912425,1,7.477273525045192,10.09267030346639
58.86846422217786,1,14.654512481344181,5.035251670287085
-12.033662479370832,0,6.676795105521365,1.539235243806114
50.89503172785044,1,10.638327267620086,4.009133060740245
25.84422631189227,1,11.837482841409143,7.541052208104681
42.03648027032614,1,6.254888295428875,6.290743343432825
-99.87504533492029,0,1.6582984777284868,2.621579406790336
-4.9366851802915335,0,3.4458848002018683,3.9868078232070436
-55.97622296772897,0,3.9105526562403323,1.1995992462013725
-24.036692455410957,0,3.6461104905792667,2.9913213789925974
22.55420065484941,1,10.210111815321097,1.441149330437999
-29.640418151393533,0,6.856773130078803,0.9242681749917949
-77.77291513048112,0,1.1295794692681909,-1.6275962918436804
-51.27610545605421,0,4.98009131957752,5.173897007301132
33.611117489635944,1,6.20947078661185,4.770585489450998
-16.470644064247608,0,2.372456695697581,5.956931898847509
57.63916680589318,1,14.180002618765105,10.593495056127232
-79.42707114852965,0,1.9721163751333415,1.181835093105947
-13.021451700478792,0,-0.7816296361082653,4.932063416591256
96.99139599688351,1,8.939476169638237,4.652200545264361
78.61022287979722,1,10.928558605017058,6.061468426896343
77.29381215758622,1,13.52913911871553,8.021046639883977
-64.98946994543076,0,1.495818363440406,2.8883210798559196
-73.86086168698967,0,2.867425595702149,0.09894986273298478
30.620385007932782,1,11.428532694866202,12.199991098538948
-31.296705547720194,0,7.612801794771339,2.493834458178698
31.35162559337914,1,9.207623112856362,6.201825203984253
-35.925351502373815,0,3.073777659429062,4.857507234358138
-62.461776146665215,0,-2.506182205188934,2.241686094153202
56.458860263228416,1,10.57126199838099,5.578149420366774
-81.28100265748799,0,-0.49367527761330776,3.9529629208160815
-6.644191686064005,0,2.2327664586865716,8.249986575934003
2.301091980189085,1,7.1652890213906035,4.8237475457929415
19.997791852802038,1,11.037247524499247,6.893126568539134
-33.43529193662107,0,-1.6536358185525106,3.238539575979108
-2.277393266558647,0,3.8179321186584962,7.046751270052626
90.89476549997926,1,12.336331483955728,5.776605613201509
-3.419520566239953,0,2.5960050465506197,10.001197692537696
78.07004442438483,1,12.238259577467304,6.534679907062216
82.88763738237321,1,12.672956670657987,4.760151842087318
21.74699646420777,1,8.50475942502041,4.862768856024251
-17.862044693902135,0,-2.057847719095175,4.422947725777418
-70.5810618121177,0,7.8995922740607085,5.711086305179817
87.05996065400541,1,11.339749889029772,10.378180682734254
-39.75422000512481,0,4.640272203712935,3.5374855935003167
-87.85588569007814,0,1.291621943087463,-1.9100475327758941
89.54538800753653,1,14.538952487422701,6.3899287075556
44.11925468593836,1,11.750111350232139,6.1892148433101575
-71.5411408804357,0,0.898460027906943,7.810314425741935
9.8569312132895,1,8.938265991185743,0.9157538278292261
90.81824771128595,1,9.677390307754566,11.034155607697288
17.096670623868704,1,10.49714105844173,4.27122803331673
-19.09794365055859,0,2.892506970261185,7.867861323948718
29.57869586534798,1,15.020868177737926,3.3629863626750884
-36.035876581445336,0,-0.9294160682927357,3.688898376466505
-38.45599782653153,0,1.9172320012583863,0.7327929210224111
-56.04647374711931,0,4.261125969542141,4.636228830747081
-26.10222683288157,0,4.97022002555258,7.168603750782333
96.84384069405496,1,10.868489438415248,13.16041194248485
-69.15953983552754,0,-0.9499288472951828,3.868099919034791
-81.79120002314448,0,1.2716292606195174,5.767864384603209
-71.61861844360828,0,1.3833005449023024,4.802030252177455
38.001420302316546,1,4.924367921955676,6.016744514897427
23.851296678185463,1,8.7789425017439,6.851237515182229
78.27882342971861,1,11.889516960717073,5.695566250794097
34.59981852211058,1,9.666806918560132,5.758027751262137
47.41554758511484,1,7.233234772749038,9.504838432606883
4.227145155891776,1,8.901690453551161,6.214039336245077
31.96768993511796,1,12.544809839153999,7.130629460142977
64.3610920291394,1,11.858645609406501,4.9867422898850045
57.25631034001708,1,7.523844341064995,5.699871983832214
95.96438347361982,1,11.209105499451228,6.8799815073115855
-12.113692751154304,0,5.259574411326302,5.2246327909848755
-37.65955958515406,0,1.499407942446625,1.0154500665207524
-18.105009477585554,0,-1.2993663114174705,5.368494818124398
-97.90657763369381,0,2.315298168385832,-1.6840208527948999
-63.23009519837797,0,-0.23519878898019364,6.476416245776219
68.54586377739906,1,9.493392511949246,8.601194654895602
-53.767643589526415,0,6.071369343035017,1.036985948236423
-52.18000886961818,0,0.45563723250557864,3.267205289968086
-84.66176693327725,0,2.8812405038093774,0.6028869644446108
-50.85526439361274,0,-0.6944704167275746,3.6194297317027013
46.42704110592604,1,8.934996047611358,7.217206897385732
69.49063302017748,1,10.790641603167678,5.247162723685708
-0.49454658292233944,0,2.053644109792994,2.9601962153983257
-22.418194031342864,0,2.292219636160583,4.592337713647281
-50.71020117029548,0,2.39238605916444,6.541411343316772
-77.78070773929358,0,2.787704534870146,4.183390810371378
-22.001112950965762,0,-0.22642200611106222,2.4834502926397533
14.38706279732287,1,7.344967541837972,7.2751051856821505
-56.62144743837416,0,4.059943724445001,2.4234348911255696
-11.046399595215917,0,3.1006571202952227,5.051165415143694
-56.40186625532806,0,2.748136491415952,3.1427567784809614
0.4599126521497965,1,8.753567057768567,10.741930962649791
-29.21908563002944,0,4.208633256827736,0.9050723104482064
29.99703176319599,1,10.632995786838253,6.231996946257411
-25.057208677753806,0,3.4403679136688594,-0.296236109435668
-28.910923842340708,0,2.520262523902664,5.0001856691115165
6.737589091062546,1,1.2290070744806805,7.591703048601733
48.06687207892537,1,9.670991057747589,10.047698037689667
-55.7794124353677,0,3.2867411191315825,-1.8590105766400855
-17.45077627710998,0,5.465958288314876,5.05133879246187
-46.86266263015568,0,1.2686709902090865,6.590244382976171
25.99461069330573,1,13.248487809103159,4.8875479427349315
-63.23430184274912,0,2.554345956934606,1.7826817025015513
72.72882228717208,1,11.452230760505818,7.625117280415978
49.313600827008486,1,13.146346990021723,7.612087161376321
33.65692994557321,1,7.386680943980513,7.676144912038657
23.60357465222478,1,7.554332172799459,8.7751310186254
-25.55238795466721,0,9.716011802391046,3.558283023789829
5.967137170955539,1,7.826179826599997,5.490124991424899
74.93646857328713,1,15.330744482185123,13.519853860540845
16.3500199560076,1,4.721234385514072,6.445528332904783
67.9535529576242,1,10.421385642773956,7.952274269763585
-37.51036701723933,0,4.070541408230113,0.2124261311584945
41.65806444361806,1,10.332999585195397,6.472891487275843
-46.99643878266215,0,0.13608741208980035,2.411092296409687
18.8686388079077,1,8.491580126958812,5.529340143754748
-3.74203990213573,0,2.1193463721132586,3.326857828990888
-46.993453707545996,0,4.432085627733406,1.3405858510799487
12.918086955323815,1,10.857842072417807,3.6589441250266725
82.6376446057111,1,6.069412989067024,7.6121453988089645
80.37487789988518,1,14.607977550744618,11.161700206461248
-45.16667569987476,0,-0.36094502701496545,5.406232213091463
-35.70344871841371,0,4.351750736535897,2.5439192799944217
97.12817687541246,1,14.006165439127145,4.807519229577398
23.99866203777492,1,8.2002085316351625,3.817404595878304
87.46281783096492,1,10.260355999398767,7.24566348678543
-6.69345953501761,0,5.0786295763542455,4.770629028324395
