"Y","D","Z","X"
3.91112182494981,1,1,1.67751179128876
3.09138622455097,1,1,0.079474054662459
2.13803908677304,1,1,-0.856427496616939
0.624022861138205,1,1,-0.778777287144353
0.816581797482897,0,0,-0.38093608425708
1.37759976674196,0,0,-1.89735833972576
-0.498876343036789,0,0,-0.0717709116878157
1.11185882841638,1,1,-1.03086459149003
4.37414315709857,1,1,0.670695476490605
1.97362087658116,1,1,-0.361287754939292
1.37856993313721,0,0,-0.27930635616867
-0.579629511138166,0,0,-0.645890406995311
1.63836489074362,1,1,-0.515729092880925
1.84812439626545,0,0,-1.37455613286123
-0.679495283931532,0,0,1.01037782844654
-0.492260754077971,0,0,0.45370645645891
0.467410564037373,0,0,0.274880330444909
-0.288704719164657,0,0,-1.27179122480489
2.4275026538131,0,0,0.973595241918215
2.92061229596121,1,1,1.28078712369707
3.28046285069735,1,0,-0.0258765473419908
-1.02364595896058,0,0,-1.7359637799923
3.41128993702146,1,1,-0.945175883718
2.18419001869025,1,1,-0.461119638727372
4.83086037387985,1,1,0.559566137270165
0.0279503963828184,0,0,0.207371697786834
-0.894835739256363,0,1,0.400516269744986
7.26616094698144,1,1,-0.0514096698764048
6.06213530073681,1,0,0.824944695687562
1.48286903115841,0,0,-1.67806750352761
2.54860573750897,1,1,-0.923279416267376
-1.93320378857198,0,0,-0.657448334637346
3.38948489765635,0,0,1.65494179674235
2.61697370618448,1,1,-1.16392914747106
2.08718085872745,0,0,-0.879142734490512
3.4182133930618,0,0,0.224613030886869
2.24664631414013,1,1,1.42054996200525
5.94267596541109,1,1,0.500920689211465
2.50795451884918,1,1,0.284829601969807
-1.67113964543523,0,0,-0.720574830593773
2.55833365131261,1,1,0.896460941962013
-0.732131705013108,0,0,-1.43246766728612
3.46206824074893,1,1,0.38599263402402
3.31504631291797,1,1,-1.11065415047959
1.25342895439766,0,0,-0.0755034378284325
1.39461541567681,0,0,-1.38722221913342
0.335728210465104,0,0,0.27471365422758
2.12417931791797,0,0,0.546311962688847
1.12918514559704,0,0,-0.539094610070408
3.03343070652636,1,1,-1.84149919464278
5.13833143933922,1,1,-0.790288951009079
1.28076707546898,1,1,-1.09406812598926
2.13013756728364,0,0,0.463697367089516
0.136646313923047,0,0,0.0167654783920317
5.01662791173354,1,1,0.713715588458096
-0.213099670440176,0,0,0.372720397330718
4.77470307449344,1,1,-0.631418735286571
3.12895318305994,0,0,-0.345194724933052
1.79353818468325,0,0,-0.23367311284317
-0.891538946746679,0,0,-2.4027098316998
0.544378566030694,1,1,-0.841015659364336
-2.36686553821174,0,0,-0.525577561742616
4.26819597740386,1,1,0.964676071530322
-0.31099421805788,0,1,1.16868779777066
2.83188383611087,1,1,0.0375256354082827
1.32524637676957,0,0,-1.05945038373576
5.68627055248396,1,1,-0.203198858763934
-1.8731281696473,0,0,-0.260522502158531
-0.698372643540327,0,1,-1.50359284139183
1.91718195412862,1,1,-1.19154648174911
3.70819614957141,1,1,2.45707416564799
2.75677157403513,1,1,-1.42140516618769
0.0662751687954527,0,0,-1.17067119024427
1.10532859658098,0,0,0.612728840110975
0.703087377201288,0,0,0.504072912631472
2.08659189341182,1,1,-0.03360402649243
2.5298421909589,1,1,1.06778841116665
1.062673192234,1,1,-1.08436433575367
-0.663993300417715,0,1,0.565755522275279
-1.61894000556139,0,0,-0.276090810137596
0.102891158673867,1,1,-0.825708875887398
3.85235923218617,1,1,0.490220536519514
4.57856931666403,0,0,-0.926531861094747
4.2464571594767,0,0,1.60254989142619
-1.80967668582752,0,0,-0.860891020026199
1.94223748980253,0,0,-0.365513266132811
2.71817181853028,1,1,-0.0063319207701284
-1.24247403260023,0,1,-2.38053077692356
4.47104303385069,1,1,1.52081963387357
-1.22639361841089,0,0,-0.619902119718326
3.03539000899127,1,1,-0.484028904135812
3.40902524889728,1,1,-0.926160966588346
-0.790256812960674,0,0,-0.2859256147179
5.06423786335628,1,1,1.58779536109287
1.83435437446317,1,1,0.659089022784725
3.44338775705223,1,1,1.20629787922748
4.86776939749949,1,1,-0.0248296420195276
-1.2018220730475,0,1,-0.904587351885265
6.10152710790583,1,0,-0.446869813890387
3.63104518063603,0,0,0.125085620440897
1.51954780903029,0,0,1.1480913566555
-1.65121543002469,0,1,0.455013729328529
5.15116185531067,1,1,2.02194638426709
5.05048298027904,1,1,-0.6952703709813
3.77198466128092,1,1,1.60396534062607
8.40519057100086,1,1,1.35170733572983
5.01366874183463,1,1,0.439514597571448
4.93372315770182,1,1,1.57162170153059
-3.03743003053289,0,0,-1.74125323682522
-1.72658815623837,0,0,-1.48401480103155
4.97972162457873,1,1,-0.555232551612178
-0.538760904181773,0,0,-1.35860493078214
1.35380893592743,1,1,-0.0826571244573201
0.659110576441241,0,0,-0.358236118952675
2.83749731679833,1,1,-1.2891182571127
1.87444385953751,1,1,0.966683187814076
1.19949727679668,1,1,-0.420455899805466
4.18247887370335,1,1,0.778214744704721
-0.342684452475421,0,0,0.577272970940539
2.80603245276944,0,0,-0.396721690855446
0.794774043195309,1,1,-1.55747040157249
1.9921470619371,1,1,-0.548407913677815
1.822082493903,0,0,0.217260182352515
3.72654812308757,1,1,0.913234969506863
-1.91250717451815,0,1,1.5522148463537
1.90874777614189,1,1,1.26813065319604
3.36027402270878,1,1,0.760401524537182
5.59078248957767,1,0,0.659180420191723
-0.272680346348481,0,0,0.653989652414126
3.79099824516635,1,1,1.55597631479714
4.33198244396143,0,0,0.416610866848198
2.12849501435826,1,1,0.0280533938348574
0.411746314430976,1,1,-2.36600857272134
-2.97867768811051,0,1,0.546044490687229
-2.87478136979167,0,1,-0.0870771441310827
2.05410489859256,1,1,0.368892122491793
2.29496897078468,1,1,-1.44043937936632
1.06503714364764,0,0,0.948342218434107
4.9531827611277,1,0,-1.62246893619965
0.846742744897901,1,1,-1.42204093912368
3.2104337849252,1,1,-2.19955961986666
-2.03976546770841,0,1,0.102242549734569
-0.510548991696747,0,0,-1.70094425207912
5.07115052113682,1,1,1.66756805497658
1.72979429492741,0,0,0.65132781853536
3.81305399016861,1,1,1.53324704446761
2.07986130261209,1,1,-0.00710408522648729
-3.98992302967576,0,0,0.064437051241413
3.89709311401067,1,1,1.42522041865573
1.70932429947002,0,0,1.0959766553495
3.13484269254878,1,1,-0.123835517987326
2.21475150374466,1,1,-0.602283794919944
0.273241051266898,1,1,-1.09613954622899
2.61779790408958,0,0,-0.311297069880495
-0.543175464156552,0,0,0.175138895811023
-0.214116077402242,1,1,0.530809920043939
4.1609643676713,1,1,0.906410806343135
6.17339538581268,1,0,0.046753128925649
0.628349806095218,1,1,0.18479492819343
3.40815973302884,1,1,-0.505011833228914
1.23092195533985,1,1,1.09073222039182
1.60290250638758,1,1,-0.185498225278187
4.13880731449225,1,1,-0.471421528771275
2.33259639815648,1,1,0.633121870151052
1.56032530957285,0,0,-0.272124450423728
-0.816672365652255,0,0,0.792838797593903
3.85308974671296,1,1,1.05168020506894
-2.39056696261544,0,0,0.467590992515474
6.86412843083883,1,1,1.57775777615221
-2.1822951344277,0,0,1.19257919933482
-0.155776880505168,0,1,0.687808690022051
0.78988862571947,0,0,-0.540565676573646
3.2607886163299,1,1,0.692902562053593
-1.45589769712637,0,0,-2.19404045068874
-0.0542827565410422,0,0,-0.954047150509827
6.25206744698095,1,1,-0.140183676637332
3.31296168773837,1,1,0.367150280498896
0.67881627943602,1,1,0.0558580625514391
3.9409794803828,1,1,1.85388686032127
-3.33049950699928,0,1,1.2334889773664
3.27679229737058,1,0,-1.53345782563624
1.85540923194355,0,0,0.0704556078430764
3.06270900923174,0,0,0.624654174666826
0.10188119632968,0,0,-0.223982210338797
3.27055487669189,1,1,0.351170646069845
3.98312232714604,1,1,0.122204457677413
2.10251634785507,0,0,-1.80355741947249
2.84806356593635,1,1,1.00149540104933
5.37767584338981,1,0,1.1992198328312
0.843204178949944,0,0,-1.42600469004381
-2.13828906434202,0,1,-1.15418497366989
5.32353728021469,1,1,0.195879382958877
0.958916951018536,0,0,0.489033101349929
1.29907329304319,0,0,-0.0301505554990925
4.58432921901223,1,1,0.16218068298852
-3.68544373339712,0,0,0.106499487995292
3.56542467257532,0,0,-1.17696686687013
2.72673070876916,1,1,0.934429427085438
2.29388213073714,0,0,0.421974630276405
4.08232223566029,1,0,-0.503018994751964
3.61363270391661,1,1,-0.267881707867739
3.45311230571346,1,1,0.937288013068246
-0.437136913910851,0,0,0.03402357854294
5.10012748799263,1,1,0.243158863777442
4.45947982015087,1,1,1.14368852438981
5.35464574808566,1,1,0.827405931838682
-0.410265149633336,0,0,0.348058187541831
2.56127175366449,0,0,-0.381202844028649
3.77076191013877,1,1,1.36128143680364
3.34469959418527,1,1,-0.885541754975946
-0.366971275119458,0,0,0.388984013950165
5.50002090355568,1,1,0.411905090024538
0.486704195859513,0,0,0.709913471286387
0.303759465624979,0,0,-1.31529380575551
5.60426588525649,1,1,-1.53693355890862
1.88567402593475,0,0,-0.646002558777445
2.53167359787558,0,0,-0.96864298750643
2.71256456848828,1,1,-1.04569476582391
5.88770027168496,1,1,-0.132058867317196
-0.31301720230959,0,0,0.138724708909393
1.6146229149188,0,0,-1.60980434526883
1.7569582503065,0,0,0.972991445547876
-0.077199455498242,0,0,1.04888304215775
2.82007806831637,1,1,-0.115849420987912
3.38990369230603,1,1,0.910867637557604
2.49859612250069,1,1,2.06183133700557
2.52242852304007,1,1,0.776568452786236
1.52913430923788,0,0,-0.186582022727193
0.560796216431601,0,0,-0.50989851527311
-0.863123329158277,0,1,0.714076821371947
1.7081604156958,0,0,-1.03526304053903
2.71262741879616,1,1,1.89484901774885
-3.08866380565655,0,0,0.056793059358744
-3.61927669041187,0,1,-1.70072594342836
3.33047488828877,1,1,-0.0648369010779013
4.72183714824604,1,1,0.893158726883443
1.9465270425638,1,1,-0.23768450540283
2.17755114694436,1,1,-0.88378036018178
2.06277200761916,0,0,-0.268114313447309
0.0942411011370121,0,0,-1.42515927310942
-0.673167880625686,0,1,0.282729470241562
1.22779595092301,1,1,-0.158979583631623
5.01565018938618,1,1,-0.141043577462177
3.24227316840666,1,1,0.386238645647727
1.47374979692543,1,1,-0.473854785026103
1.1972706075566,1,1,1.18190209494895
0.811165993453597,1,1,-0.84638259447329
0.527878055390859,1,1,-0.23109629250776
-0.884097622444195,0,0,-1.54197485904382
3.0566451825838,1,1,-0.125906424899325
3.89365038824989,1,0,0.8915386353876
0.914379636002756,1,1,0.708696980773864
-0.34944450816403,0,0,1.36548479826691
0.600637556935376,0,0,0.146941158074239
2.62996206409262,1,1,0.0343765615882022
3.32309860500868,1,1,1.35090452621638
0.341811691003628,0,0,-0.364784429284285
-0.853315742844443,0,0,-0.820965911777432
2.12800228329616,0,0,-0.447457109757897
3.54823498937959,0,0,1.11965664048999
2.4139430645601,1,1,0.209283042206034
1.81123315484743,1,1,0.583689377018137
6.1641434355465,1,1,-0.686082182049888
1.65729921947447,1,1,-1.01849041259213
4.05023905935971,1,1,-1.13475338265242
4.32901731580077,1,0,-0.458250470323518
