"t","y","x"
1,-0.79446845607247,-0.560475646552213
2,-1.45976591001689,-0.23017748948328
3,-0.4358933379161,1.55870831414912
4,0.102566766385353,0.070508391424576
5,1.52161080598134,0.129287735160946
6,2.88499770415783,1.71506498688328
7,1.58602645340068,0.460916205989202
8,0.676117165365591,-1.26506123460653
9,0.168030558241368,-0.686852851893526
10,-0.282029257692297,-0.445661970099958
11,1.75525260684703,1.22408179743946
12,0.264562530614246,0.359813827057364
13,2.51493862274938,0.400771450594052
14,1.88520879222336,0.11068271594512
15,1.51752546322774,-0.555841134754075
16,1.71174108508531,1.78691313680308
17,0.547335711029989,0.497850478229239
18,-1.7914373802793,-1.96661715662964
19,-0.0979375989660227,0.701355901563685
20,0.168555816236991,-0.472791407727934
21,0.373858555238628,-1.06782370598685
22,0.0449153413785367,-0.217974914658295
23,-0.893892235912243,-1.02600444830724
24,-0.833267341219467,-0.72889122929114
25,1.15536582731999,-0.625039267849257
26,-0.653130453165716,-1.68669331074241
27,0.672993269410908,0.837787044494525
28,2.45691820361174,0.153373117836515
29,1.29611879745065,-1.13813693701195
30,0.872697842883208,1.25381492106993
31,0.0205159431081159,0.426464221476814
32,0.503022920067539,-0.295071482992271
33,0.82735102194731,0.895125661045022
34,0.443042114214097,0.878133487533042
35,0.369656066003588,0.821581081637487
36,0.706022641818658,0.688640254100091
37,2.42865935825265,0.553917653537589
38,1.68666940461145,-0.0619117105767217
39,2.43015584621143,-0.305962663739917
40,2.54871463980135,-0.380471001012383
41,1.75627171324888,-0.694706978920513
42,0.135676999995997,-0.207917278019599
43,-0.686070546032595,-1.26539635156826
44,0.857246870356858,2.16895596533851
45,0.792073653295344,1.20796199830499
46,1.17030924396514,-1.12310858320335
47,3.60394103107833,-0.402884835299076
48,4.27802179628166,-0.466655353623219
49,3.71477622600451,0.779965118336318
50,0.829143637991891,-0.0833690664718292
51,0.647459112785098,0.253318513994755
52,0.739493744450347,-0.028546755348703
53,1.65121476090907,-0.0428704572913161
54,3.11768410317981,1.36860228401446
55,2.57479200940764,-0.225770985659268
56,1.54433520398139,1.51647060442954
57,0.925536574754879,-1.54875280423022
58,1.3356887421998,0.584613749636069
59,1.2670971292508,0.123854243844614
60,1.32614096667567,0.215941568743973
61,1.77070563396302,0.379639482759882
62,1.18013338107965,-0.502323453109302
63,-0.532172214076365,-0.33320738366942
64,0.27131030765074,-1.01857538310709
65,0.696549554554886,-1.07179122647558
66,1.04882431287878,0.303528641404258
67,1.27019139488505,0.448209778629426
68,1.19280131263295,0.0530042267305041
69,1.79856264198826,0.922267467879738
70,3.90208874442493,2.05008468562714
71,1.84936651916621,-0.491031166056535
72,0.779898417600384,-2.30916887564081
73,3.32539113409477,1.00573852446226
74,2.97534595239027,-0.709200762582392
75,3.43222123572371,-0.688008616467358
76,2.87867556455896,1.0255713696967
77,3.81621914256475,-0.284773007051009
78,2.5273659670661,-1.22071771225454
79,4.45391096081679,0.18130347974915
80,1.93393308740932,-0.138891362439045
81,1.72623081734437,0.00576418589988693
82,2.94889887860848,0.385280401126331
83,1.32880887151272,-0.370660031792409
84,0.929396527227921,0.644376548518833
85,-0.323736207438316,-0.220486561818751
86,-0.736067345951146,0.331781963915697
87,-0.220110856142021,1.09683901314935
88,0.310798664474197,0.435181490833803
89,-1.81193074734623,-0.325931585531227
90,-0.0678912256085902,1.14880761845109
91,1.58382045001373,0.993503855962119
92,3.37272046341734,0.54839695950807
93,3.88950724832062,0.238731735111441
94,3.38192069231171,-0.627906076039371
95,1.84070743638265,1.36065244853001
96,0.210630346902006,-0.600259587147127
97,1.39915213825857,2.18733299301658
98,1.98366916507469,1.53261062618519
99,0.928633182833451,-0.235700359100477
100,-0.739320724544979,-1.02642090030678
101,1.47095523417035,-0.710406563699301
102,2.61814410758823,0.25688370915653
103,2.15687591036681,-0.246691878462374
104,2.94049260534555,-0.347542599397733
