farm_id,plot_id,soil_pH,yield
1,1,7.06464363799665,143.00024929259854
1,2,6.577971784641474,106.06114462680357
1,3,6.323406298555321,122.43803760723075
1,4,6.385183067928813,137.57712959870017
1,5,6.411720563602724,112.13157356887314
1,6,6.1946232823568215,92.65559627410076
1,7,7.327453303471187,135.5553481340053
1,8,5.905456223308326,118.1042981471569
1,9,6.698507012052673,115.38878828120465
1,10,6.309240533476216,113.57718438092796
1,11,6.575887074511909,131.94220395748226
1,12,6.6915846206155285,108.10011193645383
1,13,6.527167913728356,137.72782395931313
1,14,6.12418571267628,122.86463134278434
1,15,5.975620622578115,89.21668792549366
1,16,6.119959730217164,130.65811649532
1,17,6.428094007053724,131.4254537920361
1,18,5.821858115717413,101.54117056831974
1,19,6.777952679718679,118.07398185237817
1,20,7.158598274622673,155.5792499682032
1,21,6.592558575408409,140.22700353575377
1,22,7.021932437121131,109.04013684270251
1,23,6.802893720528519,107.85900873242669
1,24,6.882982987390726,110.73041163323198
1,25,6.462060183063253,125.13204689087453
1,26,6.285198509921849,133.31807661576195
1,27,7.018911291309283,141.74032842086416
1,28,6.826736349373066,139.02628426774032
1,29,6.626070532561545,125.32306223542372
1,30,5.564216063557714,98.60235815113228
2,31,6.1083624138700445,85.74268444196748
2,32,7.215931713943399,102.16156298966051
2,33,6.480967826685847,96.26549238677771
2,34,6.666395390839018,84.80741654957201
2,35,6.192179120327506,78.12463855513084
2,36,7.304907320219362,89.94343027382462
2,37,7.030976014432852,102.98885266470735
2,38,7.533852159304804,112.48797578275811
2,39,6.955983844672691,92.09115568178115
2,40,6.225719078062287,69.2547211004498
2,41,6.134743783662524,79.75388500405951
2,42,6.208500369126138,102.06356427550297
2,43,7.048704945914394,93.42712132410182
2,44,6.273862514695876,73.24850082188976
2,45,6.578333593688073,89.61577827508988
2,46,6.670162750692918,107.08773687116883
2,47,6.23204704622974,83.95112858763362
2,48,6.744011239219841,84.15349325224484
2,49,6.413377647391709,92.25672668089288
2,50,6.336279898042635,101.14027132665811
2,51,6.337924492515217,117.2934111414975
2,52,6.347774206514844,82.02532843955927
2,53,7.093067437571027,85.20827906741494
2,54,7.077812639634714,118.12075439565646
2,55,6.581487281150401,122.2262235935172
2,56,6.197379997304167,96.30777576428257
2,57,6.904746037078693,87.86242675272261
2,58,6.956348062947728,90.64518561720163
2,59,5.962807220309792,100.09857005976018
2,60,7.0702881389230505,85.75191037570028
3,61,5.3433037577981475,59.48308943490187
3,62,5.93249695647682,98.06481581379467
3,63,6.948608460705915,122.9802353091259
3,64,6.688785640132234,120.55441563984155
3,65,7.297490070073337,155.36748189367736
3,66,6.957273517609829,103.57044543826066
3,67,5.531943362429382,90.50094946907299
3,68,6.3954657183154975,119.37909949228155
3,69,6.973608871833664,106.87327921034888
3,70,6.267506142954054,105.59151267600623
3,71,7.398253016581682,139.3203200000653
3,72,7.388969767715408,119.63032551255695
3,73,5.998879673226651,105.22419178476994
3,74,6.337265032182268,107.30873119790257
3,75,5.966267113742451,117.31493914221575
3,76,6.380306056955342,110.56499109447849
3,77,5.820660755069805,95.9523757545316
3,78,7.235649204012558,124.91677204183082
3,79,7.253809968714258,138.3602323662294
3,80,5.668950035788662,107.81004575340366
3,81,5.883568975338468,96.37336072813453
3,82,7.5082046157148605,134.78270206168943
3,83,6.569471299031708,128.6699622870861
3,84,7.064021346412527,109.22791101205011
3,85,6.578542535104712,105.17381869589947
3,86,6.72528019718166,94.9131027591247
3,87,7.407477657538021,139.85052780460674
3,88,6.411145871833977,107.55448167867219
3,89,6.393681434984897,107.25701365315413
3,90,6.508758940699308,110.73058075466813
4,91,6.660370667180493,76.21145410753783
4,92,5.93691733642138,68.65875143894256
4,93,7.422073482226971,100.09052087323849
4,94,6.4319775305293145,79.13085492127763
4,95,6.943861906839345,90.41973645323546
4,96,5.874462553883126,94.30917377713263
4,97,6.64500330712017,77.34377351189862
4,98,6.610604208990751,105.34846822087091
4,99,6.32206205809673,86.7429422851198
4,100,6.608469225642458,93.64622401943475
4,101,6.314028488900436,96.08140057269566
4,102,6.39651042834975,99.13166995656233
4,103,6.065561292072173,91.84644207997299
4,104,6.10891341135917,64.69622881469132
4,105,5.646000362697906,95.79160401324401
4,106,5.961606325065475,65.2943537154467
4,107,6.353567850804334,75.34519839617701
4,108,6.5968528467706244,96.99789340485941
4,109,7.329002729695201,88.55882124364817
4,110,6.84300105782095,106.92529065117103
4,111,7.0881536942121155,104.16291494610284
4,112,6.547413145859854,85.73828379107513
4,113,6.569917080792947,93.61538803881197
4,114,5.768236247041905,75.15928950099293
4,115,6.346282006814015,87.60868480167906
4,116,5.643082906330141,72.68553337665395
4,117,6.819035839983759,105.59713926452378
4,118,5.992295414015281,87.97652821960563
4,119,7.323033434713505,95.09431945671538
4,120,7.318954584549264,106.97871663222573
5,121,5.752574430356593,61.73932377704488
5,122,6.5719093862730755,61.803970400166854
5,123,5.917266326246139,56.59698394573864
5,124,6.611553071962393,77.39592963509311
5,125,7.280586115258525,71.97159923332794
5,126,6.851764447404568,52.150491959702535
5,127,6.97104937440127,78.84433411617816
5,128,7.4865412427704605,86.8432886616064
5,129,6.264470349624589,64.27556714352245
5,130,6.533346616338319,71.69221394450625
5,131,5.853886608559243,77.76818078451649
5,132,7.307155835055951,82.51311776635136
5,133,6.76165721052348,81.29005187385718
5,134,6.004936845958927,58.67970511573466
5,135,6.0822859578940704,53.31561160657536
5,136,7.047866103092421,87.59922939839275
5,137,5.924777273946274,67.87307248541684
5,138,6.613349536213503,64.25144180443165
5,139,6.4999105152778345,73.08454127513225
5,140,6.865872002589211,81.92605222061631
5,141,7.221734832782962,72.29835439684703
5,142,5.907858358625179,54.16840264684407
5,143,6.405530919796032,57.493719258620615
5,144,5.403287371617517,65.02204500187888
5,145,5.969846277769365,81.13466365921522
5,146,6.8526897326673595,77.31140324981894
5,147,6.16389880484632,65.74059325147937
5,148,6.528575016808071,64.348060729795
5,149,6.868063106030927,69.38701531698989
5,150,6.735956636273465,87.40225430686577
